Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Gross_Sales,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold
1849.0,David Copperfield,"Charles Dickens, Jeremy Tambling",eng,Intermediate,3.96,150512,genre fiction,18394.85,11036.91,11.39,60,Hachette Book Group,1615
2007.0,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",eng,Intermediate,4.11,160607,genre fiction,10384.0,6230.4,6.49,61,Random House LLC,1600
1967.0,ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",eng,Intermediate,4.32,131389,genre fiction,6320.16,0.0,3.99,62,"Amazon Digital Services,  Inc.",1584
1968.0,A Wizard of Earthsea,Ursula K. Le Guin,en-US,Intermediate,3.99,155042,genre fiction,4707.0,0.0,3.0,63,"Amazon Digital Services,  Inc.",1569
2000.0,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",eng,Intermediate,4.0,154476,genre fiction,1522.62,0.0,0.99,65,"Amazon Digital Services,  Inc.",1538
1959.0,A Separate Peace,John Knowles,en-US,Intermediate,3.56,155901,genre fiction,5924.47,0.0,3.89,66,"Amazon Digital Services,  Inc.",1523
1995.0,The Rainmaker,John Grisham,eng,Intermediate,3.91,137412,genre fiction,12040.93,0.0,7.99,67,"Amazon Digital Services,  Inc.",1507
1605.0,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",eng,Intermediate,3.85,134931,genre fiction,13413.08,8047.848,8.99,68,Hachette Book Group,1492
1995.0,Assassin's Apprentice,Robin Hobb,eng,Intermediate,4.14,132777,genre fiction,2907.39,0.0,1.99,70,"Amazon Digital Services,  Inc.",1461
1980.0,The Restaurant at the End of the Universe,Douglas Adams,eng,Intermediate,4.22,153838,genre fiction,11553.54,6932.124,7.99,71,Penguin Group (USA) LLC,1446
2010.0,Torment,Lauren Kate,eng,Intermediate,3.89,174393,genre fiction,5705.7,0.0,3.99,72,"Amazon Digital Services,  Inc.",1430
1901.0,The Tale of Peter Rabbit,Beatrix Potter,eng,Intermediate,4.17,162373,genre fiction,9890.85,5934.51,6.99,73,Penguin Group (USA) LLC,1415
1953.0,The Silver Chair,"C.S. Lewis, Pauline Baynes",eng,Intermediate,3.95,170453,genre fiction,5245.36,3147.216,3.79,75,Hachette Book Group,1384
2008.0,The Hero of Ages,Brandon Sanderson,eng,Famous,4.46,143622,nonfiction,5826.64,3495.984,4.21,75,"Amazon Digital Services,  Inc.",1384
1993.0,"Girl, Interrupted",Susanna Kaysen,eng,Intermediate,3.9,145161,genre fiction,2724.31,1634.586,1.99,76,Hachette Book Group,1369
2007.0,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,,Intermediate,3.85,127096,genre fiction,5462.31,3277.386,3.99,76,Hachette Book Group,1369
1970.0,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",en-US,Intermediate,3.8,133728,genre fiction,6751.47,0.0,4.99,77,"Amazon Digital Services,  Inc.",1353
2014.0,City of Heavenly Fire,Cassandra Clare,eng,Famous,4.48,177796,genre fiction,6676.62,0.0,4.99,78,"Amazon Digital Services,  Inc.",1338
1986.0,Love You Forever,"Robert Munsch, Sheila McGraw",en-GB,Intermediate,4.34,159703,genre fiction,1309.77,785.862,0.99,79,"Amazon Digital Services,  Inc.",1323
2006.0,Cell,Stephen King,en-US,Intermediate,3.64,144591,genre fiction,5933.78,3560.268,4.54,80,HarperCollins Publishers,1307
2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,eng,Intermediate,4.32,113565,genre fiction,8482.43,5089.458,6.49,80,Hachette Book Group,1307
1977.0,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",eng,Intermediate,3.87,134106,genre fiction,6447.08,3868.248,4.99,81,Random House LLC,1292
1987.0,The Drawing of the Three,Stephen King,eng,Intermediate,4.23,139052,nonfiction,2539.24,1523.544,1.99,82,HarperCollins Publishers,1276
2008.0,The Forgotten Garden,Kate Morton,en-GB,Intermediate,4.12,138377,genre fiction,4907.7,0.0,3.99,85,"Amazon Digital Services,  Inc.",1230
1925.0,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",eng,Intermediate,3.98,131856,genre fiction,1202.85,0.0,0.99,86,"Amazon Digital Services,  Inc.",1215
2002.0,This Lullaby,Sarah Dessen,eng,Intermediate,4.03,151829,genre fiction,2417.85,1450.71,1.99,86,HarperCollins Publishers,1215
2000.0,Plain Truth,Jodi Picoult,eng,Intermediate,3.97,128406,genre fiction,1188.0,0.0,0.99,87,"Amazon Digital Services,  Inc.",1200
2010.0,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,eng,Intermediate,3.7,127186,fiction,2388.0,0.0,1.99,87,"Amazon Digital Services,  Inc.",1200
1902.0,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",eng,Intermediate,4.09,154517,genre fiction,2356.16,1413.696,1.99,88,Macmillan,1184
2011.0,"Thinking, Fast and Slow",Daniel Kahneman,eng,Intermediate,4.08,136950,genre fiction,1157.31,694.386,0.99,89,"Amazon Digital Services,  Inc.",1169
1982.0,The Mists of Avalon,Marion Zimmer Bradley,eng,Intermediate,4.12,157736,genre fiction,1157.31,694.386,0.99,89,"Amazon Digital Services,  Inc.",1169
1970.0,"Are You There God? It's Me, Margaret",Judy Blume,eng,Intermediate,3.89,151789,genre fiction,1111.77,0.0,0.99,92,"Amazon Digital Services,  Inc.",1123
2002.0,Nights in Rodanthe,Nicholas Sparks,eng,Intermediate,3.82,129807,genre fiction,5603.77,3362.262,4.99,92,"Amazon Digital Services,  Inc.",1123
2014.0,Mr. Mercedes,Stephen King,eng,Intermediate,3.92,125847,genre fiction,2202.93,1321.758,1.99,93,Macmillan,1107
2007.0,All Together Dead,Charlaine Harris,eng,Intermediate,4.05,162689,genre fiction,6983.24,4189.944,6.49,95,Random House LLC,1076
1997.0,Midwives,Chris Bohjalian,en-US,Intermediate,3.97,133155,genre fiction,6885.89,4131.534,6.49,96,Random House LLC,1061
1985.0,The Polar Express,Chris Van Allsburg,en-US,Intermediate,4.29,168001,nonfiction,1035.54,621.324,0.99,97,"Amazon Digital Services,  Inc.",1046
1989.0,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",en-GB,Intermediate,4.29,141945,genre fiction,1019.7,0.0,0.99,98,"Amazon Digital Services,  Inc.",1030
1987.0,Patriot Games,Tom Clancy,eng,Intermediate,4.11,141674,genre fiction,6079.85,0.0,5.99,99,"Amazon Digital Services,  Inc.",1015
1998.0,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,111856,genre fiction,6932.45,4159.47,6.83,99,Penguin Group (USA) LLC,1015
2013.0,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",eng,Intermediate,3.94,135635,genre fiction,985.05,0.0,0.99,101,"Amazon Digital Services,  Inc.",995
2005.0,Dead as a Doornail ,Charlaine Harris,eng,Intermediate,4.01,169560,genre fiction,5068.8,3041.28,5.12,102,Penguin Group (USA) LLC,990
2011.0,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,en-US,Intermediate,4.01,176433,fiction,2195.2,1317.12,2.24,104,"Amazon Digital Services,  Inc.",980
1959.0,Starship Troopers,Robert A. Heinlein,en-CA,Intermediate,3.99,136886,genre fiction,7312.5,4387.5,7.5,105,Hachette Book Group,975
2011.0,I've Got Your Number,Sophie Kinsella,eng,Intermediate,3.93,144533,genre fiction,960.3,0.0,0.99,106,"Amazon Digital Services,  Inc.",970
1991.0,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",eng,Intermediate,3.88,109692,genre fiction,10224.0,6134.4,10.65,108,Penguin Group (USA) LLC,960
2011.0,,Mark Cotta Vaz,eng,Intermediate,4.3,188136,genre fiction,7670.4,4602.24,7.99,108,Penguin Group (USA) LLC,960
1950.0,The Martian Chronicles,Ray Bradbury,en-US,Intermediate,4.12,143236,genre fiction,1880.55,0.0,1.99,111,"Amazon Digital Services,  Inc.",945
2010.0,A Visit From the Goon Squad,Jennifer Egan,eng,Intermediate,3.64,120126,genre fiction,4690.6,2814.36,4.99,112,Macmillan,940
1880.0,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",eng,Intermediate,3.97,144497,genre fiction,3730.65,2238.39,3.99,113,Penguin Group (USA) LLC,935
2002.0,Prey,Michael Crichton,,Intermediate,3.72,131352,genre fiction,1850.7,0.0,1.99,114,"Amazon Digital Services,  Inc.",930
1956.0,The Last Battle,C.S. Lewis,eng,Intermediate,4.02,158701,genre fiction,5980.0,3588.0,6.5,116,"Amazon Digital Services,  Inc.",920
2007.0,World Without End,Ken Follett,eng,Intermediate,4.23,128715,genre fiction,905.85,543.51,0.99,117,Random House LLC,915
2008.0,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",en-US,Intermediate,3.9,180961,fiction,7759.2,4655.52,8.48,117,"Amazon Digital Services,  Inc.",915
2012.0,Slammed,Colleen Hoover,eng,Intermediate,4.29,153882,genre fiction,900.9,0.0,0.99,118,"Amazon Digital Services,  Inc.",910
2007.0,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,eng,Intermediate,3.84,150003,genre fiction,895.95,537.57,0.99,119,"Amazon Digital Services,  Inc.",905
1390.0,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",eng,Novice,3.48,148480,genre fiction,891.0,0.0,0.99,120,"Amazon Digital Services,  Inc.",900
2006.0,Baby Proof,Emily Giffin,en-US,Intermediate,3.71,124371,nonfiction,5841.0,3504.6,6.49,120,Macmillan,900
2011.0,Inheritance,Christopher Paolini,en-US,Intermediate,4.08,146905,nonfiction,10731.05,6438.63,11.99,121,Random House LLC,895
2009.0,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",eng,Intermediate,3.89,125195,genre fiction,2661.1,0.0,2.99,122,"Amazon Digital Services,  Inc.",890
1852.0,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,eng,Intermediate,3.83,137858,fiction,1771.1,1062.66,1.99,122,HarperCollins Publishers,890
1909.0,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",eng,Intermediate,3.97,141110,genre fiction,3531.15,0.0,3.99,123,"Amazon Digital Services,  Inc.",885
2006.0,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,en-US,Intermediate,4.02,163054,genre fiction,6525.0,3915.0,7.5,126,Simon and Schuster Digital Sales Inc,870
1995.0,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",en-US,Intermediate,4.08,98738,genre fiction,3451.35,0.0,3.99,127,"Amazon Digital Services,  Inc.",865
2010.0,Freedom,Jonathan Franzen,en-US,Intermediate,3.73,119213,genre fiction,6871.4,4122.84,7.99,128,Random House LLC,860
2011.0,Crossed,Ally Condie,eng,Intermediate,3.52,100886,genre fiction,841.5,504.9,0.99,130,"Amazon Digital Services,  Inc.",850
2006.0,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,en-US,Intermediate,3.82,150222,genre fiction,10131.55,6078.93,11.99,131,Hachette Book Group,845
2008.0,The White Tiger,Aravind Adiga,eng,Intermediate,3.71,114531,genre fiction,6711.6,4026.96,7.99,132,Random House LLC,840
2001.0,The Corrections,Jonathan Franzen,eng,Intermediate,3.78,117657,genre fiction,816.75,0.0,0.99,135,"Amazon Digital Services,  Inc.",825
1995.0,Dreams from My Father,Barack Obama,eng,Intermediate,3.81,128961,nonfiction,1641.75,985.05,1.99,135,HarperCollins Publishers,825
1980.0,Congo,Michael Crichton,eng,Intermediate,3.55,129811,nonfiction,5696.85,3418.11,6.99,137,Random House LLC,815
1972.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",en-CA,Intermediate,4.22,146073,genre fiction,2421.9,0.0,2.99,138,"Amazon Digital Services,  Inc.",810
1999.0,Interpreter of Maladies,Jhumpa Lahiri,eng,Intermediate,4.12,110651,genre fiction,8573.25,5143.95,10.65,139,Penguin Group (USA) LLC,805
1980.0,A People's History of the United States: 1492 to Present ,Howard Zinn,eng,Intermediate,4.07,137372,genre fiction,3192.0,0.0,3.99,140,"Amazon Digital Services,  Inc.",800
1958.0,Breakfast at Tiffany's,Truman Capote,eng,Intermediate,3.89,129778,genre fiction,792.0,475.2,0.99,140,"Amazon Digital Services,  Inc.",800
2010.0,The Passage,Justin Cronin,eng,Intermediate,4.04,126993,genre fiction,3172.05,0.0,3.99,141,"Amazon Digital Services,  Inc.",795
2005.0,Anansi Boys,Neil Gaiman,eng,Intermediate,4.0,137639,nonfiction,1572.1,943.26,1.99,142,"Amazon Digital Services,  Inc.",790
2009.0,Along for the Ride,Sarah Dessen,eng,Intermediate,4.08,151721,genre fiction,9412.15,5647.29,11.99,143,Penguin Group (USA) LLC,785
2014.0,Everything I Never Told You,Celeste Ng,eng,Intermediate,3.78,108703,genre fiction,3112.2,0.0,3.99,144,"Amazon Digital Services,  Inc.",780
1982.0,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",en-US,Intermediate,4.2,119930,genre fiction,8269.25,4961.55,10.67,145,Simon and Schuster Digital Sales Inc,775
1979.0,The Dead Zone,Stephen King,en-US,Intermediate,3.9,132723,genre fiction,1512.4,907.44,1.99,148,HarperCollins Publishers,760
1920.0,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",eng,Intermediate,3.98,135514,genre fiction,3012.45,0.0,3.99,149,"Amazon Digital Services,  Inc.",755
1934.0,Murder in the Calais Coach,Agatha Christie,eng,Intermediate,4.16,138444,genre fiction,3742.5,0.0,4.99,150,"Amazon Digital Services,  Inc.",750
2013.0,Americanah,Chimamanda Ngozi Adichie,eng,Intermediate,4.26,113252,genre fiction,2992.5,0.0,3.99,150,"Amazon Digital Services,  Inc.",750
2001.0,Suzanne's Diary for Nicholas,James Patterson,eng,Intermediate,4.16,121398,genre fiction,3717.55,2230.53,4.99,151,Random House LLC,745
1980.0,Firestarter,Stephen King,eng,Intermediate,3.85,142213,genre fiction,2952.6,1771.56,3.99,152,Macmillan,740
2013.0,Entwined with You,Sylvia Day,eng,Intermediate,4.19,141641,genre fiction,727.65,0.0,0.99,153,"Amazon Digital Services,  Inc.",735
2009.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,eng,Intermediate,4.27,109642,genre fiction,3642.7,0.0,4.99,154,"Amazon Digital Services,  Inc.",730
2014.0,The Storied Life of A.J. Fikry,Gabrielle Zevin,eng,Intermediate,3.98,115393,genre fiction,5444.75,3266.85,7.51,155,Random House LLC,725
1939.0,Mad About Madeline,Ludwig Bemelmans,en-GB,Intermediate,4.22,156726,genre fiction,712.8,0.0,0.99,156,"Amazon Digital Services,  Inc.",720
1937.0,Think and Grow Rich,Napoleon Hill,eng,Intermediate,4.17,87445,genre fiction,702.9,0.0,0.99,158,"Amazon Digital Services,  Inc.",710
1932.0,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.16,165127,genre fiction,697.95,418.77,0.99,159,"Amazon Digital Services,  Inc.",705
2004.0,Jonathan Strange & Mr Norrell,Susanna Clarke,eng,Intermediate,3.8,133683,genre fiction,5593.0,3355.8,7.99,160,Hachette Book Group,700
2001.0,A Bend in the Road,Nicholas Sparks,eng,Intermediate,4.02,116800,genre fiction,1353.2,811.92,1.99,164,HarperCollins Publishers,680
2013.0,The House of Hades,Rick Riordan,eng,Famous,4.54,159774,nonfiction,668.25,400.95,0.99,165,"Amazon Digital Services,  Inc.",675
2008.0,Gone,Michael  Grant,eng,Intermediate,3.85,144606,genre fiction,3678.3,2206.98,5.49,166,"Amazon Digital Services,  Inc.",670
2003.0,The Wedding,Nicholas Sparks,en-US,Intermediate,3.98,118045,genre fiction,658.35,395.01,0.99,167,"Amazon Digital Services,  Inc.",665
2005.0,1776,David McCullough,eng,Intermediate,4.06,130293,genre fiction,7814.4,4688.64,11.84,168,Random House LLC,660
2003.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,eng,Intermediate,3.98,112167,genre fiction,648.45,0.0,0.99,169,"Amazon Digital Services,  Inc.",655
2012.0,Beautiful Ruins,Jess Walter,eng,Intermediate,3.67,116053,genre fiction,9818.45,5891.07,14.99,169,Random House LLC,655
2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,en-US,Intermediate,3.69,110873,genre fiction,3243.5,0.0,4.99,170,"Amazon Digital Services,  Inc.",650
1999.0,On Writing: A Memoir of the Craft,Stephen King,eng,Intermediate,4.31,131481,genre fiction,1943.5,0.0,2.99,170,"Amazon Digital Services,  Inc.",650
2008.0,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966,genre fiction,3218.55,0.0,4.99,171,"Amazon Digital Services,  Inc.",645
1987.0,Sphere,Michael Crichton,eng,Intermediate,3.77,128244,genre fiction,4473.6,2684.16,6.99,172,Random House LLC,640
2008.0,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812,genre fiction,5663.7,3398.22,8.99,174,Simon and Schuster Digital Sales Inc,630
2014.0,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008,genre fiction,608.85,0.0,0.99,177,"Amazon Digital Services,  Inc.",615
